decision_cycle_id,run_id,symbol,regime,session,action,guard_name,guard_decision,pnl_r,mfe_r,mae_r,quality_score,quality_label,warnings
dc_bt_82e378887cd242b9,qb_run_20260425T055556Z_45ea944c,,trend,Overlap,,backtest_pipeline,ALLOW,-1.0,0.2675808506764865,1.0236029367150403,-2,LOW_QUALITY,
dc_bt_05beb79d3bfe4a4d,qb_run_20260425T055556Z_45ea944c,,expansion,New York,,backtest_pipeline,ALLOW,2.000000000000047,2.664445558274624,0.7945867853878994,3,HIGH_QUALITY,
dc_bt_1b1dc5381a664f73,qb_run_20260425T055556Z_45ea944c,,expansion,New York,,backtest_pipeline,ALLOW,2.0000000000000444,2.4089385474860547,0.5897206703910847,3,HIGH_QUALITY,
dc_bt_ad186403626a45a1,qb_run_20260425T055556Z_45ea944c,,expansion,New York,,backtest_pipeline,ALLOW,-1.0,0.6062440870387703,1.1004730368968667,-2,LOW_QUALITY,
dc_bt_5075e97f831b4083,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,backtest_pipeline,ALLOW,2.0,2.6886435808256404,0.7903624174605585,3,HIGH_QUALITY,
dc_bt_7b6b21a14ddd4751,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,backtest_pipeline,ALLOW,2.000000000000044,2.2235385296723007,0.40766164747565875,3,HIGH_QUALITY,
dc_bt_d9eae176c1d94dac,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,backtest_pipeline,ALLOW,2.0000000000000515,2.183678108661114,0.9033871334394259,3,HIGH_QUALITY,
dc_bt_1cd9dfb8e11a4f6e,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,max_trades_per_session,BLOCK,,,,0,UNKNOWN,
dc_bt_fa11bdac88514536,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,max_trades_per_session,BLOCK,,,,0,UNKNOWN,
dc_bt_10e75cecca2f424d,qb_run_20260425T055556Z_45ea944c,,trend,Asia,,max_trades_per_session,BLOCK,,,,0,UNKNOWN,
